#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar
100 2.7 61.0311 682.386 58.5601 2.47107 2.82725 4.40729e+09 2.93765e+10 1.6993e+09 5.60963e+07 419197 969243 1.48764e+08 0.034414 3.01626e+14 0 0 3.29393e+06 2.91534e+07 1.49076 13.1942
101 2.82725 60.0244 646.093 57.5575 2.46693 2.96049 4.81357e+09 3.09418e+10 1.84472e+09 6.17144e+07 400660 989323 1.50996e+08 0.037207 2.98162e+14 0 0 3.55851e+06 3.02305e+07 1.4688 12.4778
102 2.96049 58.9703 611.019 56.5077 2.46256 3.10001 5.25638e+09 3.2565e+10 2.00137e+09 6.78777e+07 382819 1.0096e+06 1.5419e+08 0.0399718 2.94513e+14 0 0 3.84053e+06 3.13042e+07 1.44572 11.7841
103 3.10001 57.8678 577.165 55.4098 2.45797 3.24611 5.7389e+09 3.42461e+10 2.16993e+09 7.46367e+07 365652 1.03007e+06 1.57036e+08 0.0430412 2.90671e+14 0 0 4.1405e+06 3.23703e+07 1.4215 11.1132
104 3.24611 56.712 544.53 54.2588 2.45316 3.3991 6.26453e+09 3.59852e+10 2.35105e+09 8.20465e+07 349136 1.05071e+06 1.59877e+08 0.0463473 2.86616e+14 0 0 4.45848e+06 3.34251e+07 1.39598 10.4656
105 3.3991 55.5058 513.111 53.0576 2.44815 3.55929 6.83696e+09 3.77821e+10 2.54543e+09 9.01671e+07 333250 1.07152e+06 1.62709e+08 0.0499084 2.82352e+14 0 0 4.7949e+06 3.44639e+07 1.36922 9.84142
106 3.55929 54.2449 482.899 51.8019 2.44295 3.72704 7.46018e+09 3.96363e+10 2.75372e+09 9.90634e+07 317975 1.09249e+06 1.65529e+08 0.0537446 2.77858e+14 0 0 5.14939e+06 3.54825e+07 1.34106 9.24076
107 3.72704 52.9296 453.888 50.492 2.4376 3.90269 8.13848e+09 4.15473e+10 2.97657e+09 1.08806e+08 303289 1.11359e+06 1.68332e+08 0.057877 2.73131e+14 0 0 5.5217e+06 3.64763e+07 1.31149 8.66371
108 3.90269 51.5594 426.067 49.1273 2.43214 4.08662 8.87649e+09 4.35142e+10 3.21459e+09 1.19471e+08 289175 1.13482e+06 1.73756e+08 0.0613814 2.68159e+14 0 0 5.9111e+06 3.74407e+07 1.28045 8.11031
109 4.08662 50.1336 399.422 47.707 2.4266 4.27921 9.67921e+09 4.5536e+10 3.46835e+09 1.31142e+08 275613 1.15617e+06 1.78542e+08 0.0653692 2.62935e+14 0 0 6.31645e+06 3.83713e+07 1.24786 7.58053
110 4.27921 48.6514 373.94 46.2303 2.42106 4.48088 1.0552e+10 4.76115e+10 3.73838e+09 1.43909e+08 262585 1.17761e+06 1.83357e+08 0.0696285 2.57445e+14 0 0 6.73601e+06 3.92636e+07 1.21366 7.0743
111 4.48088 47.1142 349.604 44.6986 2.4156 4.69206 1.15007e+10 4.9739e+10 4.0251e+09 1.57869e+08 250073 1.19913e+06 1.88192e+08 0.074179 2.51685e+14 0 0 7.16776e+06 4.01133e+07 1.17781 6.59146
112 4.69206 45.5227 326.395 43.1123 2.41031 4.91319 1.25314e+10 5.1917e+10 4.32886e+09 1.73127e+08 238061 1.22071e+06 1.93039e+08 0.0790421 2.45647e+14 0 0 7.60881e+06 4.09162e+07 1.14028 6.13181
113 4.91319 43.8784 304.293 41.4731 2.40532 5.14474 1.36508e+10 5.41434e+10 4.6499e+09 1.89798e+08 226531 1.24234e+06 1.9789e+08 0.0842401 2.39324e+14 0 0 8.05564e+06 4.16686e+07 1.10102 5.69511
114 5.14474 42.1838 283.276 39.7831 2.40079 5.38721 1.48661e+10 5.64159e+10 4.98832e+09 2.08003e+08 215469 1.26399e+06 2.01715e+08 0.0902529 2.32713e+14 0 0 8.50385e+06 4.23669e+07 1.06001 5.28105
115 5.38721 40.4427 263.32 38.0458 2.39689 5.6411 1.6185e+10 5.87322e+10 5.34407e+09 2.27876e+08 204858 1.28565e+06 2.05824e+08 0.0965544 2.25812e+14 0 0 8.94839e+06 4.30081e+07 1.01727 4.88927
116 5.6411 38.66 244.399 36.2661 2.39385 5.90696 1.76156e+10 6.10894e+10 5.71695e+09 2.49561e+08 194683 1.30729e+06 2.09892e+08 0.103311 2.18626e+14 0 0 9.38343e+06 4.35897e+07 0.97287 4.51936
117 5.90696 36.8425 226.485 34.4506 2.39188 6.18534 1.91668e+10 6.34847e+10 6.10658e+09 2.7321e+08 184930 1.3289e+06 2.13912e+08 0.110557 2.11165e+14 0 0 9.80264e+06 4.41092e+07 0.926908 4.17083
118 6.18534 34.9994 209.55 32.6082 2.39122 6.47685 2.08478e+10 6.59146e+10 6.51243e+09 2.98991e+08 175584 1.35044e+06 2.17874e+08 0.11833 2.03448e+14 0 0 1.01998e+07 4.45646e+07 0.879596 3.84312
119 6.47685 33.1421 193.564 30.7501 2.39205 6.78209 2.26688e+10 6.83757e+10 6.93382e+09 3.27082e+08 166632 1.37191e+06 2.2177e+08 0.126669 1.95505e+14 0 0 1.05689e+07 4.49539e+07 0.831232 3.53558
120 6.78209 31.2834 178.493 28.8889 2.39454 7.10172 2.46403e+10 7.08642e+10 7.36996e+09 3.57676e+08 158060 1.39327e+06 2.2559e+08 0.135617 1.87374e+14 0 0 1.09049e+07 4.52751e+07 0.782199 3.24753
121 7.10172 29.4327 164.306 27.0337 2.39904 7.43642 2.67738e+10 7.33758e+10 7.81988e+09 3.9098e+08 149855 1.41449e+06 2.30176e+08 0.144686 1.79078e+14 0 0 1.12008e+07 4.55281e+07 0.732729 2.97833
122 7.43642 27.595 150.972 25.1887 2.40635 7.78689 2.90814e+10 7.59063e+10 8.28241e+09 4.27214e+08 142005 1.43556e+06 2.32452e+08 0.155878 1.70618e+14 0 0 1.14448e+07 4.57172e+07 0.682816 2.72755
123 7.78689 25.756 138.457 23.3365 2.41949 8.15387 3.15758e+10 7.84509e+10 8.75576e+09 4.66617e+08 134497 1.45645e+06 2.34624e+08 0.167941 1.61886e+14 0 0 1.16026e+07 4.58669e+07 0.631321 2.4957
124 8.15387 23.9303 126.728 21.4899 2.44038 8.53815 3.42707e+10 8.10047e+10 9.23799e+09 5.09443e+08 127320 1.47713e+06 2.36683e+08 0.180944 1.52909e+14 0 0 1.16579e+07 4.59933e+07 0.578515 2.28238
125 8.53815 22.2248 115.752 19.7651 2.45962 8.94054 3.71805e+10 8.35623e+10 9.72906e+09 5.55966e+08 120461 1.49757e+06 2.38625e+08 0.194961 1.44273e+14 0 0 1.17158e+07 4.60108e+07 0.530231 2.08235
126 8.94054 20.6309 105.502 18.1538 2.47712 9.36189 4.03205e+10 8.61183e+10 1.02289e+10 6.06476e+08 113911 1.51774e+06 2.40443e+08 0.210072 1.35959e+14 0 0 1.17757e+07 4.5915e+07 0.48605 1.89517
127 9.36189 19.1413 95.9457 16.6485 2.49276 9.80311 4.37068e+10 8.86671e+10 1.07374e+10 6.61286e+08 107657 1.53762e+06 2.42134e+08 0.226361 1.27951e+14 0 0 1.18371e+07 4.5702e+07 0.445594 1.7204
128 9.80311 17.7491 87.0535 15.2426 2.50646 10.2651 4.73563e+10 9.12028e+10 1.12544e+10 7.20727e+08 101689 1.55718e+06 2.4369e+08 0.243923 1.20236e+14 0 0 1.18994e+07 4.53681e+07 0.408526 1.55756
129 10.2651 16.4484 78.7949 13.9302 2.51818 10.7489 5.1287e+10 9.37193e+10 1.17797e+10 7.85156e+08 95997.7 1.57638e+06 2.45107e+08 0.262857 1.12803e+14 0 0 1.19621e+07 4.49105e+07 0.374544 1.40618
130 10.7489 15.2337 71.14 12.7059 2.52785 11.2555 5.55178e+10 9.62106e+10 1.23132e+10 8.54948e+08 90571.9 1.5952e+06 2.44064e+08 0.28596 1.05642e+14 0 0 1.20248e+07 4.43268e+07 0.343378 1.26579
131 11.2555 14.1003 64.0595 11.5649 2.53544 11.7859 6.00682e+10 9.86703e+10 1.28546e+10 9.30507e+08 85402.3 1.61362e+06 2.42936e+08 0.311023 9.87448e+13 0 0 1.20871e+07 4.36152e+07 0.314787 1.13588
132 11.7859 13.0438 57.5244 10.5028 2.54095 12.3414 6.49591e+10 1.01092e+11 1.34038e+10 1.01226e+09 80479.4 1.63159e+06 2.41735e+08 0.33819 9.21062e+13 0 0 1.21489e+07 4.27745e+07 0.288556 1.01597
133 12.3414 12.06 51.5064 9.51566 2.54434 12.923 7.02121e+10 1.0347e+11 1.39605e+10 1.10066e+09 75794 1.64909e+06 2.40462e+08 0.367624 8.57212e+13 0 0 1.22101e+07 4.18042e+07 0.264492 0.905551
134 12.923 11.1451 45.9778 8.59954 2.54561 13.5321 7.58497e+10 1.05797e+11 1.45247e+10 1.19619e+09 71337.2 1.66609e+06 2.39117e+08 0.399504 7.95859e+13 0 0 1.22711e+07 4.07039e+07 0.242424 0.804135
135 13.5321 10.2955 40.9116 7.75081 2.5447 14.1698 8.18955e+10 1.08068e+11 1.50961e+10 1.29935e+09 67100.3 1.68256e+06 2.37699e+08 0.434023 7.36968e+13 0 0 1.23323e+07 3.94734e+07 0.222197 0.71121
136 14.1698 9.5073 36.2813 6.96579 2.54151 14.8376 8.83739e+10 1.10276e+11 1.56747e+10 1.4107e+09 63074.8 1.69847e+06 2.36209e+08 0.471383 6.80502e+13 0 0 1.23947e+07 3.81124e+07 0.20367 0.626268
137 14.8376 8.77628 32.0615 6.24061 2.53566 15.5369 9.53103e+10 1.12415e+11 1.62603e+10 1.53079e+09 59252.6 1.71379e+06 2.34649e+08 0.511805 6.26409e+13 0 0 1.24598e+07 3.66196e+07 0.186726 0.548791
138 15.5369 8.09777 28.227 5.57133 2.52643 16.2691 1.02731e+11 1.14481e+11 1.68528e+10 1.66024e+09 55625.6 1.7285e+06 2.33017e+08 0.555523 5.74632e+13 0 0 1.25308e+07 3.49957e+07 0.171266 0.478309
139 16.2691 7.46604 24.7549 4.95402 2.51202 17.0358 1.10663e+11 1.16466e+11 1.74517e+10 1.79967e+09 52186 1.74257e+06 2.31315e+08 0.602789 5.25139e+13 0 0 1.26152e+07 3.32434e+07 0.157249 0.41438
140 17.0358 6.87507 21.6238 4.3861 2.48897 17.8387 1.19135e+11 1.18369e+11 1.80565e+10 1.94977e+09 48926.4 1.75597e+06 2.29543e+08 0.653875 4.78049e+13 0 0 1.27308e+07 3.13689e+07 0.144727 0.356609
141 17.8387 6.32073 18.8131 3.8689 2.45183 18.6794 1.28175e+11 1.20183e+11 1.86661e+10 2.11122e+09 45839.3 1.76867e+06 2.27703e+08 0.709063 4.3389e+13 0 0 1.29146e+07 2.93785e+07 0.133898 0.304595
142 18.6794 5.80425 16.3028 3.41191 2.39235 19.5598 1.37813e+11 1.21907e+11 1.92799e+10 2.28478e+09 42917.7 1.78065e+06 2.23826e+08 0.775427 3.9409e+13 0 0 1.32466e+07 2.72594e+07 0.125256 0.257756
143 19.5598 5.34652 14.0689 3.04576 2.30075 20.4816 1.48079e+11 1.23539e+11 1.98999e+10 2.47123e+09 40154.6 1.79189e+06 2.2159e+08 0.841397 3.6234e+13 0 0 1.39102e+07 2.4946e+07 0.119958 0.215127
144 20.4816 5.01782 12.0646 2.8264 2.19142 21.4469 1.59003e+11 1.25073e+11 2.05379e+10 2.67137e+09 37543.2 1.80236e+06 2.19316e+08 0.912594 3.44487e+13 0 0 1.51422e+07 2.23411e+07 0.119092 0.17571
145 21.4469 4.96595 10.2179 2.85782 2.10813 22.4576 1.70618e+11 1.26497e+11 2.12303e+10 2.88608e+09 35077.1 1.81205e+06 2.17003e+08 0.989403 3.50452e+13 0 0 1.73245e+07 1.92059e+07 0.124267 0.137761
146 22.4576 5.51359 8.3901 3.35935 2.15425 23.516 1.82955e+11 1.2778e+11 2.20731e+10 3.11623e+09 32749.8 1.82093e+06 2.14654e+08 1.07222 3.97364e+13 0 0 2.08713e+07 1.51059e+07 0.136534 0.0988192
147 23.516 7.32597 6.30107 4.76039 2.56558 24.6243 1.96046e+11 1.28836e+11 2.3301e+10 3.36278e+09 30555.2 1.82899e+06 2.12271e+08 1.16148 5.07167e+13 0 0 2.5049e+07 9.59032e+06 0.149446 0.0572172
148 24.6243 11.3831 3.51036 7.2672 4.11586 25.7848 2.09924e+11 1.29481e+11 2.5393e+10 3.6267e+09 28487.3 1.83621e+06 2.09854e+08 1.25762 6.49004e+13 0 0 2.39026e+07 3.41627e+06 0.130058 0.0185885
149 25.7848 16.3555 0.560532 4.73107 11.6244 27 2.24622e+11 1.29594e+11 2.86889e+10 3.90901e+09 26540.3 1.84257e+06 2.07404e+08 1.36114 2.97268e+13 0 0 9.0764e+06 164920 0.0450409 0.000818401
150 27 14.6386 0.106474 0 14.6386 28.2725 2.40172e+11 1.29618e+11 3.19234e+10 4.21077e+09 24708.6 1.84807e+06 2.04925e+08 1.47255 0 0 0 5.31965e+06 0 0.0240756 0
151 28.2725 12.1405 0 0 12.1405 29.6049 2.56608e+11 1.29618e+11 3.48647e+10 4.53309e+09 22986.7 1.8527e+06 2.02417e+08 1.59238 0 0 0 4.86336e+06 0 0.0200738 0
152 29.6049 10.0032 0 0 10.0032 31.0001 2.73961e+11 1.29618e+11 3.7522e+10 4.87713e+09 21369.4 1.85644e+06 1.99881e+08 1.72122 0 0 0 4.41678e+06 0 0.0166264 0
153 31.0001 8.18591 0 0 8.18591 32.4611 2.92265e+11 1.29618e+11 3.99064e+10 5.24408e+09 19851.5 1.8593e+06 1.97321e+08 1.85967 0 0 0 3.98341e+06 0 0.0136757 0
154 32.4611 6.65088 0 0 6.65088 33.991 3.11551e+11 1.29618e+11 4.20306e+10 5.63519e+09 18428.1 1.86126e+06 1.94737e+08 2.00839 0 0 0 3.56648e+06 0 0.0111669 0
155 33.991 5.36318 0 0 5.36318 35.5929 3.31851e+11 1.29618e+11 4.39087e+10 6.05174e+09 17094.5 1.86233e+06 1.92131e+08 2.16807 0 0 0 3.16891e+06 0 0.00904905 0
156 35.5929 4.29078 0 0 4.29078 37.2704 3.53195e+11 1.29618e+11 4.55563e+10 6.49508e+09 15845.9 1.86251e+06 1.89506e+08 2.33944 0 0 0 2.79323e+06 0 0.00727444 0
157 37.2704 3.4045 0 0 3.4045 39.0269 3.75615e+11 1.29618e+11 4.69896e+10 6.96658e+09 14678.1 1.8618e+06 1.86863e+08 2.52326 0 0 0 2.44154e+06 0 0.00579906 0
158 39.0269 2.67794 0 0 2.67794 40.8662 3.99139e+11 1.29618e+11 4.82259e+10 7.46769e+09 13586.6 1.86021e+06 1.84204e+08 2.72036 0 0 0 2.11549e+06 0 0.00458251 0
159 40.8662 2.08734 0 0 2.08734 42.7921 4.23795e+11 1.29618e+11 4.92825e+10 7.99987e+09 12567.4 1.85774e+06 1.81533e+08 2.93161 0 0 0 1.81619e+06 0 0.00358802 0
160 42.7921 1.61153 0 0 1.61153 44.8088 4.49611e+11 1.29618e+11 5.01769e+10 8.56467e+09 11616.5 1.8544e+06 1.78849e+08 3.15795 0 0 0 1.54429e+06 0 0.00278242 0
161 44.8088 1.2318 0 0 1.2318 46.9206 4.76612e+11 1.29618e+11 5.09265e+10 9.16366e+09 10730.1 1.85022e+06 1.76156e+08 3.40034 0 0 0 1.29991e+06 0 0.00213602 0
162 46.9206 0.931714 0 0 0.931714 49.1319 5.04823e+11 1.29618e+11 5.15482e+10 9.79848e+09 9904.54 1.8452e+06 1.73456e+08 3.65983 0 0 0 1.08269e+06 0 0.00162255 0
163 49.1319 0.697029 0 0 0.697029 51.4474 5.34267e+11 1.29618e+11 5.20582e+10 1.04708e+10 9136.27 1.83936e+06 1.70751e+08 3.9375 0 0 0 891835 0 0.00121893 0
164 51.4474 0.515484 0 0 0.515484 53.8721 5.64966e+11 1.29618e+11 5.24718e+10 1.11824e+10 8421.96 1.83272e+06 1.68044e+08 4.23455 0 0 0 726150 0 0.000905148 0
165 53.8721 0.376647 0 0 0.376647 56.411 5.96939e+11 1.29618e+11 5.28031e+10 1.1935e+10 7758.39 1.8253e+06 1.65335e+08 4.55222 0 0 0 584104 0 0.000664023 0
166 56.411 0.271744 0 0 0.271744 59.0696 6.30205e+11 1.29618e+11 5.30652e+10 1.27306e+10 7142.47 1.81713e+06 1.62628e+08 4.89179 0 0 0 463901 0 0.000480971 0
167 59.0696 0.193476 0 0 0.193476 61.8534 6.6478e+11 1.29618e+11 5.32698e+10 1.35709e+10 6571.28 1.80823e+06 1.59925e+08 5.25472 0 0 0 363557 0 0.000343768 0
168 61.8534 0.135851 0 0 0.135851 64.7685 7.00679e+11 1.29618e+11 5.34273e+10 1.44581e+10 6042.02 1.79863e+06 1.57228e+08 5.64246 0 0 0 280967 0 0.000242298 0
169 64.7685 0.0940119 0 0 0.0940119 67.8209 7.37915e+11 1.29618e+11 5.35468e+10 1.53941e+10 5552.02 1.78836e+06 1.54539e+08 6.05661 0 0 0 213989 0 0.0001683 0
170 67.8209 0.0640745 0 0 0.0640745 71.0172 7.76497e+11 1.29618e+11 5.36362e+10 1.6381e+10 5098.75 1.77744e+06 1.5314e+08 6.44452 0 0 0 160501 0 0.000115126 0
171 71.0172 0.0429791 0 0 0.0429791 74.3642 8.16436e+11 1.29618e+11 5.37019e+10 1.7421e+10 4679.8 1.76592e+06 1.50255e+08 6.92171 0 0 0 118469 0 7.74995e-05 0
172 74.3642 0.0283512 0 0 0.0283512 77.8689 8.57738e+11 1.29618e+11 5.37494e+10 1.85164e+10 4292.89 1.75383e+06 1.47381e+08 7.43231 0 0 0 85989.4 0 5.13025e-05 0
173 77.8689 0.0183775 0 0 0.0183775 81.5387 9.00407e+11 1.29618e+11 5.37832e+10 1.96695e+10 3935.85 1.74119e+06 1.4452e+08 7.97857 0 0 0 61327.3 0 3.33693e-05 0
174 81.5387 0.0116961 0 0 0.0116961 85.3815 9.44447e+11 1.29618e+11 5.38067e+10 2.08826e+10 3606.65 1.72805e+06 1.41677e+08 8.56292 0 0 0 42941.3 0 2.13093e-05 0
175 85.3815 0.00730241 0 0 0.00730241 89.4054 9.89859e+11 1.29618e+11 5.38229e+10 2.21584e+10 3303.35 1.71445e+06 1.38851e+08 9.18799 0 0 0 29494 0 1.33483e-05 0
176 89.4054 0.00446854 0 0 0.00446854 93.6189 1.03664e+12 1.29618e+11 5.38337e+10 2.34993e+10 3024.13 1.70041e+06 1.36049e+08 9.85647 0 0 0 19853.5 0 8.19467e-06 0
177 93.6189 0.00267751 0 0 0.00267751 98.0311 1.08479e+12 1.29618e+11 5.38408e+10 2.49082e+10 2767.27 1.68599e+06 1.33271e+08 10.5714 0 0 0 13085.1 0 4.92574e-06 0
178 98.0311 0.00156939 0 0 0.00156939 102.651 1.1343e+12 1.29618e+11 5.38454e+10 2.63878e+10 2531.15 1.67122e+06 1.3052e+08 11.3359 0 0 0 8435.76 0 2.89613e-06 0
179 102.651 0.00089892 0 0 0.00089892 107.489 1.18517e+12 1.29618e+11 5.38483e+10 2.7941e+10 2314.26 1.65613e+06 1.27799e+08 12.1534 0 0 0 5314.08 0 1.66388e-06 0
180 107.489 0.000502607 0 0 0.000502607 112.555 1.23739e+12 1.29618e+11 5.385e+10 2.95709e+10 2115.17 1.64078e+06 1.2511e+08 13.0277 0 0 0 3267.53 0 9.33067e-07 0
181 112.555 0.000274007 0 0 0.000274007 117.859 1.29094e+12 1.29618e+11 5.38511e+10 3.12806e+10 1932.54 1.6252e+06 1.22455e+08 13.9626 0 0 0 1958.87 0 5.10152e-07 0
182 117.859 0.000145481 0 0 0.000145481 123.414 1.34582e+12 1.29618e+11 5.38517e+10 3.30737e+10 1765.12 1.60942e+06 1.19836e+08 14.9625 0 0 0 1143.6 0 2.71623e-07 0
183 123.414 7.51315e-05 0 0 7.51315e-05 129.23 1.40201e+12 1.29618e+11 5.3852e+10 3.49535e+10 1611.76 1.5935e+06 1.17256e+08 16.0318 0 0 0 649.355 0 1.40662e-07 0
184 129.23 3.76918e-05 0 0 3.76918e-05 135.321 1.4595e+12 1.29618e+11 5.38522e+10 3.69238e+10 1471.34 1.57748e+06 1.14773e+08 17.1669 0 0 0 358.152 0 7.07556e-08 0
185 135.321 1.83437e-05 0 0 1.83437e-05 141.698 1.51828e+12 1.29618e+11 5.38523e+10 3.89885e+10 1342.87 1.56138e+06 1.11356e+08 18.5411 0 0 0 191.619 0 3.45249e-08 0
186 141.698 8.64822e-06 0 0 8.64822e-06 148.376 1.57832e+12 1.29618e+11 5.38524e+10 4.11516e+10 1225.38 1.54526e+06 1.08019e+08 20.0256 0 0 0 99.3063 0 1.63181e-08 0
187 148.376 3.94381e-06 0 0 3.94381e-06 155.369 1.6396e+12 1.29618e+11 5.38524e+10 4.34176e+10 1118.01 1.52915e+06 1.04765e+08 21.6293 0 0 0 49.7775 0 7.4598e-09 0
188 155.369 1.73691e-06 0 0 1.73691e-06 162.691 1.70212e+12 1.29618e+11 5.38524e+10 4.57911e+10 1019.92 1.51309e+06 1.01597e+08 23.3614 0 0 0 24.0952 0 3.29324e-09 0
189 162.691 7.3756e-07 0 0 7.3756e-07 170.358 1.76584e+12 1.29618e+11 5.38524e+10 4.82769e+10 930.369 1.49712e+06 9.85166e+07 25.2326 0 0 0 11.2449 0 1.40168e-09 0
190 170.358 3.01463e-07 0 0 3.01463e-07 178.387 1.83074e+12 1.29618e+11 5.38524e+10 5.08803e+10 848.644 1.48128e+06 9.55253e+07 27.2535 0 0 0 5.05088 0 5.74197e-10 0
191 178.387 1.18388e-07 0 0 1.18388e-07 186.794 1.89681e+12 1.29618e+11 5.38524e+10 5.36068e+10 774.097 1.46561e+06 9.26245e+07 29.4364 0 0 0 2.17963 0 2.25984e-10 0
192 186.794 4.4586e-08 0 0 4.4586e-08 195.598 1.96402e+12 1.29618e+11 5.38524e+10 5.64624e+10 706.124 1.45013e+06 8.98155e+07 31.794 0 0 0 0.901963 0 8.52868e-11 0
193 195.598 1.60714e-08 0 0 1.60714e-08 204.816 2.03234e+12 1.29618e+11 5.38524e+10 5.94534e+10 644.17 1.4349e+06 8.70988e+07 34.3403 0 0 0 0.357213 0 3.0805e-11 0
194 204.816 5.53322e-09 0 0 5.53322e-09 214.469 2.10176e+12 1.29618e+11 5.38524e+10 6.25866e+10 587.722 1.41993e+06 8.44747e+07 37.0903 0 0 0 0.135115 0 1.06267e-11 0
195 214.469 1.81565e-09 0 0 1.81565e-09 224.576 2.17225e+12 1.29618e+11 5.38524e+10 6.58693e+10 536.307 1.40528e+06 8.14286e+07 40.3136 0 0 0 0.0487059 0 3.49362e-12 0
196 224.576 5.66544e-10 0 0 5.66544e-10 235.16 2.24378e+12 1.29618e+11 5.38524e+10 6.93093e+10 489.489 1.39096e+06 7.86835e+07 43.7195 0 0 0 0.0166947 0 1.09212e-12 0
197 235.16 1.67708e-10 0 0 1.67708e-10 246.243 2.31632e+12 1.29618e+11 5.38524e+10 7.2915e+10 446.87 1.37702e+06 7.60561e+07 47.4092 0 0 0 0.00542829 0 3.23859e-13 0
198 246.243 4.698e-11 0 0 4.698e-11 257.848 2.38987e+12 1.29618e+11 5.38524e+10 7.66956e+10 408.08 1.36349e+06 7.35451e+07 51.4052 0 0 0 0.00167017 0 9.08771e-14 0
199 257.848 1.24218e-11 0 0 1.24218e-11 270 2.46437e+12 1.29618e+11 5.38524e+10 8.06609e+10 372.783 1.35039e+06 7.11489e+07 55.7319 0 0 0 0.000485001 0 2.40678e-14 0
