#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
165 53.8721 4.83431e-05 0 0 4.83431e-05 56.411 1.41067e+11 3.83716e+09 8.38121e+09 8.57662e+08 459.645 355430 4.4722e+06 9.9705 0 0 0 18.782 0 2.13518e-08 0 0.000441673 nan 11.5
166 56.411 2.5063e-05 0 0 2.5063e-05 59.0696 1.46572e+11 3.83716e+09 8.38124e+09 9.04307e+08 418.784 351398 4.41996e+06 10.5533 0 0 0 10.6698 0 1.10624e-08 0 0.000441385 nan 11.5
167 59.0696 1.26308e-05 0 0 1.26308e-05 61.8534 1.52189e+11 3.83716e+09 8.38125e+09 9.53093e+08 381.483 347368 4.35932e+06 11.1911 0 0 0 5.89256 0 5.57183e-09 0 0.000441129 nan 11.5
168 61.8534 6.1794e-06 0 0 6.1794e-06 64.7685 1.57915e+11 3.83716e+09 8.38126e+09 1.00411e+09 347.45 343348 4.2995e+06 11.8656 0 0 0 3.15934 0 2.72452e-09 0 0.000440903 nan 11.5
169 64.7685 2.93065e-06 0 0 2.93065e-06 67.8209 1.63749e+11 3.83716e+09 8.38126e+09 1.05745e+09 316.416 339348 4.24051e+06 12.5793 0 0 0 1.64218 0 1.29156e-09 0 0.000440706 nan 11.5
170 67.8209 1.34538e-06 0 0 1.34538e-06 71.0172 1.69688e+11 3.83716e+09 8.38126e+09 1.11322e+09 288.129 335375 4.18232e+06 13.3348 0 0 0 0.826295 0 5.92691e-10 0 0.000440538 nan 11.5
171 71.0172 5.96921e-07 0 0 5.96921e-07 74.3642 1.75731e+11 3.83716e+09 8.38126e+09 1.17153e+09 262.359 331439 4.12495e+06 14.1349 0 0 0 0.401854 0 2.62883e-10 0 0.000440398 nan 11.5
172 74.3642 2.55551e-07 0 0 2.55551e-07 77.8689 1.81876e+11 3.83716e+09 8.38126e+09 1.23248e+09 238.892 327547 4.06836e+06 14.983 0 0 0 0.18859 0 1.12515e-10 0 0.000440286 nan 11.5
173 77.8689 1.05388e-07 0 0 1.05388e-07 81.5387 1.88119e+11 3.83716e+09 8.38126e+09 1.29621e+09 217.531 323708 4.01253e+06 15.8825 0 0 0 0.0852605 0 4.63918e-11 0 0.000440202 nan 11.5
174 81.5387 4.17911e-08 0 0 4.17911e-08 85.3815 1.9446e+11 3.83716e+09 8.38126e+09 1.36284e+09 198.094 319929 3.95747e+06 16.8372 0 0 0 0.037067 0 1.83942e-11 0 0.000440146 nan 11.5
175 85.3815 1.59057e-08 0 0 1.59057e-08 89.4054 2.00896e+11 3.83716e+09 8.38126e+09 1.43252e+09 180.414 316218 3.91079e+06 17.8165 0 0 0 0.0154678 0 7.0004e-12 0 0.000440118 nan 11.5
176 89.4054 5.79901e-09 0 0 5.79901e-09 93.6189 2.07424e+11 3.83716e+09 8.38126e+09 1.50539e+09 164.338 312583 3.92918e+06 18.546 0 0 0 0.00618345 0 2.55226e-12 0 0.000440119 nan 11.5
177 93.6189 2.02116e-09 0 0 2.02116e-09 98.0311 2.14043e+11 3.83716e+09 8.38126e+09 1.58162e+09 149.724 309029 3.9468e+06 19.3135 0 0 0 0.00236323 0 8.89611e-13 0 0.000440149 nan 11.5
178 98.0311 6.71997e-10 0 0 6.71997e-10 102.651 2.2075e+11 3.83716e+09 8.38126e+09 1.66137e+09 136.442 305566 3.96348e+06 20.1227 0 0 0 0.000861652 0 2.95819e-13 0 0.000440208 nan 11.5
179 102.651 2.12659e-10 0 0 2.12659e-10 107.489 2.27542e+11 3.83716e+09 8.38126e+09 1.74485e+09 124.374 302198 3.97904e+06 20.9781 0 0 0 0.000299045 0 9.36334e-14 0 0.000440297 nan 11.5
180 107.489 6.39053e-11 0 0 6.39053e-11 112.555 2.34418e+11 3.83716e+09 8.38126e+09 1.83224e+09 113.41 298933 3.99323e+06 21.8848 0 0 0 9.85615e-05 0 2.8145e-14 0 0.000440417 nan 11.5
181 112.555 1.81912e-11 0 0 1.81912e-11 117.859 2.41375e+11 3.83716e+09 8.38126e+09 1.92377e+09 103.452 295778 4.0059e+06 22.8483 0 0 0 3.07737e-05 0 8.01445e-15 0 0.000440567 nan 11.5
182 117.859 4.89265e-12 0 0 4.89265e-12 123.414 2.4841e+11 3.83716e+09 8.38126e+09 2.01967e+09 94.4077 292737 4.01679e+06 23.875 0 0 0 9.07909e-06 0 2.15643e-15 0 0.000440749 nan 11.5
183 123.414 1.24e-12 0 0 1.24e-12 129.23 2.55522e+11 3.83716e+09 8.38126e+09 2.1202e+09 86.1943 289818 4.02571e+06 24.9719 0 0 0 2.52423e-06 0 5.46792e-16 0 0.000440962 nan 11.5
184 129.23 2.95304e-13 0 0 2.95304e-13 135.321 2.62708e+11 3.83716e+09 8.38126e+09 2.22563e+09 78.7356 287026 4.03247e+06 26.1466 0 0 0 6.59506e-07 0 1.3029e-16 0 0.000441208 nan 11.5
185 135.321 6.5889e-14 0 0 6.5889e-14 141.698 2.69967e+11 3.83716e+09 8.38126e+09 2.33627e+09 71.9624 284366 4.03683e+06 27.4082 0 0 0 1.61449e-07 0 2.9089e-17 0 0.000441485 nan 11.5
186 141.698 1.37313e-14 0 0 1.37313e-14 148.376 2.77295e+11 3.83716e+09 8.38126e+09 2.45245e+09 65.8115 281843 4.03861e+06 28.7664 0 0 0 3.6918e-08 0 6.0664e-18 0 0.000441794 nan 11.5
187 148.376 2.66419e-15 0 0 2.66419e-15 155.369 2.8469e+11 3.83716e+09 8.38126e+09 2.57452e+09 60.2253 279464 4.07362e+06 29.965 0 0 0 7.86006e-09 0 1.17793e-18 0 0.000442134 nan 11.5
188 155.369 4.7963e-16 0 0 4.7963e-16 162.691 2.92151e+11 3.83716e+09 8.38126e+09 2.70286e+09 55.1513 277232 4.08922e+06 31.3857 0 0 0 1.55286e-09 0 2.12239e-19 0 0.000442505 nan 11.5
189 162.691 7.98357e-17 0 0 7.98357e-17 170.358 2.99675e+11 3.83716e+09 8.38126e+09 2.8379e+09 50.5421 275153 4.10045e+06 32.9334 0 0 0 2.83672e-10 0 3.53598e-20 0 0.000442907 nan 11.5
190 170.358 1.22414e-17 0 0 1.22414e-17 178.387 3.0726e+11 3.83716e+09 8.38126e+09 2.9801e+09 46.3541 273232 4.10704e+06 34.6238 0 0 0 4.77388e-11 0 5.42706e-21 0 0.000443338 nan 11.5
191 178.387 1.72234e-18 0 0 1.72234e-18 186.794 3.14904e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 7.37242e-12 0 7.6437e-22 0 0.000443798 nan 11.5
192 186.794 2.21462e-19 0 0 2.21462e-19 195.598 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.04056e-12 0 9.8392e-23 0 0.000444284 nan 11.5
193 195.598 2.59134e-20 0 0 2.59134e-20 204.816 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.33657e-13 0 1.15262e-23 0 0.000444795 nan 11.5
194 204.816 2.74701e-21 0 0 2.74701e-21 214.469 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.55542e-14 0 1.22333e-24 0 0.00044533 nan 11.5
195 214.469 2.62591e-22 0 0 2.62591e-22 224.576 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.63234e-15 0 1.17086e-25 0 0.000445886 nan 11.5
196 224.576 2.25249e-23 0 0 2.25249e-23 235.16 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.53728e-16 0 1.00565e-26 0 0.000446461 nan 11.5
197 235.16 1.725e-24 0 0 1.725e-24 246.243 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 1.29257e-17 0 7.71168e-28 0 0.000447054 nan 11.5
198 246.243 1.17309e-25 0 0 1.17309e-25 257.848 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 9.65133e-19 0 5.25147e-29 0 0.00044766 nan 11.5
199 257.848 7.04461e-27 0 0 7.04461e-27 270 3.15139e+11 3.83716e+09 8.38126e+09 2.9801e+09 0 0 0 0 0 0 0 6.36373e-20 0 3.15795e-30 0 0.000448279 nan 11.5
0 0.027 8.15836 1153.66 3.58839 4.56997 0.0282725 330835 254908 1802.64 436.182 4.54076e+06 37220.4 1.66352e+06 5.73582e-05 3.96975e+13 0 0 16.4987 1811.92 0.0746693 8.20037 0.00915249 0.00710815 11.75
1 0.0282725 8.15724 1150.21 3.58731 4.56994 0.0296049 362723 533573 3778.93 497.768 4.39207e+06 38295 224308 6.03063e-05 3.96871e+13 0 0 18.0874 1982.62 0.074657 8.18337 0.00915223 0.0071147 11.75
2 0.0296049 8.15608 1146.47 3.58617 4.56991 0.0310001 397682 838131 5945.57 566.16 4.24803e+06 39399.2 237883 6.34079e-05 3.96762e+13 0 0 19.8291 2169.19 0.0746441 8.16565 0.00915196 0.00712241 11.75
3 0.0310001 8.15486 1142.59 3.58498 4.56988 0.0324611 436009 1.17094e+06 8320.9 642.105 4.10851e+06 40533.9 252266 6.24431e-05 3.96648e+13 0 0 21.7382 2373.09 0.0746306 8.14718 0.00915167 0.00713042 11.75
4 0.0324611 8.15358 1138.56 3.58374 4.56984 0.033991 478028 1.53458e+06 10925 726.433 3.97335e+06 41699.7 267505 6.42021e-05 3.96528e+13 0 0 23.8309 2595.89 0.0746165 8.12791 0.00915137 0.00713875 11.75
5 0.033991 8.15225 1134.38 3.58244 4.56981 0.0355929 524093 1.93183e+06 13779.8 820.064 3.84243e+06 42897.6 283649 6.60143e-05 3.96403e+13 0 0 26.1249 2839.3 0.0746017 8.10784 0.00915106 0.0071474 11.75
6 0.0355929 8.15085 1130.03 3.58108 4.56977 0.0372704 574595 2.36573e+06 16909.6 924.02 3.71562e+06 44128.2 300751 6.78823e-05 3.96272e+13 0 0 28.6395 3105.2 0.0745862 8.08691 0.00915073 0.00715638 11.75
7 0.0372704 8.14939 1125.52 3.57965 4.56973 0.0390269 629960 2.8396e+06 20340.7 1039.43 3.59279e+06 45392.4 318865 6.72493e-05 3.96135e+13 0 0 31.3958 3395.61 0.07457 8.06512 0.00915039 0.00716569 11.75
8 0.0390269 8.14786 1120.84 3.57816 4.56969 0.0408662 690656 3.35703e+06 24102.1 1167.55 3.47382e+06 46691.1 338051 6.83685e-05 3.95991e+13 0 0 34.4169 3712.73 0.0745531 8.04241 0.00915003 0.00717536 11.75
9 0.0408662 8.14625 1115.99 3.5766 4.56965 0.0427921 757196 3.92192e+06 28225.6 1309.78 3.35859e+06 48025 358371 6.95119e-05 3.95841e+13 0 0 37.7284 4058.96 0.0745353 8.01877 0.00914965 0.00718538 11.75
10 0.0427921 8.14457 1110.95 3.57497 4.56961 0.0448088 830142 4.53852e+06 32745.9 1467.65 3.24699e+06 49395 379889 7.06805e-05 3.95684e+13 0 0 41.3581 4436.9 0.0745168 7.99416 0.00914925 0.00719576 11.75
11 0.0448088 8.14282 1105.74 3.57326 4.56956 0.0469206 910110 5.21143e+06 37701.4 1642.87 3.13891e+06 50802.1 402675 7.05489e-05 3.95519e+13 0 0 45.3364 4849.37 0.0744973 7.96854 0.00914884 0.00720652 11.75
12 0.0469206 8.14098 1100.34 3.57147 4.56951 0.0491319 997775 5.94567e+06 43133.7 1837.35 3.03424e+06 52247.1 426801 7.05156e-05 3.95347e+13 0 0 49.6968 5299.44 0.074477 7.94188 0.00914841 0.00721767 11.75
13 0.0491319 8.13906 1094.75 3.56959 4.56946 0.0514474 1.09388e+06 6.74664e+06 49088.6 2053.17 2.93287e+06 53730.9 452343 7.04903e-05 3.95167e+13 0 0 54.4759 5790.43 0.0744557 7.91415 0.00914796 0.00722921 11.75
14 0.0514474 8.13704 1088.96 3.56763 4.56941 0.0538721 1.19923e+06 7.62026e+06 55616.5 2292.68 2.8347e+06 55254.4 479383 7.04734e-05 3.94978e+13 0 0 59.7138 6325.95 0.0744335 7.88532 0.00914748 0.00724115 11.75
15 0.0538721 8.13494 1082.97 3.56558 4.56936 0.056411 1.31471e+06 8.57288e+06 62772.4 2558.45 2.73964e+06 56818.7 508006 7.19448e-05 3.9478e+13 0 0 65.4544 6909.89 0.0744102 7.85533 0.00914699 0.00725351 11.75
16 0.056411 8.13273 1076.78 3.56343 4.5693 0.0590696 1.44131e+06 9.61144e+06 70616.5 2853.35 2.64759e+06 58424.6 538302 7.19105e-05 3.94574e+13 0 0 71.7458 7546.48 0.0743858 7.82417 0.00914647 0.00726628 11.75
17 0.0590696 8.13042 1070.37 3.56119 4.56924 0.0618534 1.58008e+06 1.07434e+07 79214.9 3180.53 2.55845e+06 60073.2 570365 7.18855e-05 3.94357e+13 0 0 78.6407 8240.31 0.0743603 7.79178 0.00914593 0.00727949 11.75
18 0.0618534 8.12801 1063.76 3.55884 4.56917 0.0647685 1.7322e+06 1.1977e+07 88640.1 3543.52 2.47214e+06 61765.3 604296 7.18693e-05 3.94131e+13 0 0 86.1969 8996.31 0.0743336 7.75814 0.00914536 0.00729315 11.75
19 0.0647685 8.12548 1056.92 3.55638 4.5691 0.0678209 1.89895e+06 1.33208e+07 98971.5 3946.19 2.38858e+06 63502.1 640199 7.45399e-05 3.93894e+13 0 0 94.4775 9819.84 0.0743056 7.72321 0.00914476 0.00730725 11.75
20 0.0678209 8.12284 1049.87 3.55381 4.56903 0.0710172 2.08173e+06 1.47845e+07 110296 4392.87 2.30767e+06 65284.6 678185 7.65809e-05 3.93646e+13 0 0 103.552 10716.7 0.0742764 7.68694 0.00914414 0.00732183 11.75
21 0.0710172 8.12008 1042.58 3.55111 4.56896 0.0743642 2.28209e+06 1.63782e+07 122709 4888.3 2.22933e+06 67113.7 718372 7.8685e-05 3.93387e+13 0 0 113.496 11693.1 0.0742458 7.6493 0.00914349 0.00733687 11.75
22 0.0743642 8.11718 1035.07 3.5483 4.56888 0.0778689 2.5017e+06 1.81131e+07 136314 5437.79 2.15349e+06 68990.6 760883 8.08539e-05 3.93115e+13 0 0 124.392 12755.7 0.0742139 7.61025 0.00914281 0.00735241 11.75
23 0.0778689 8.11415 1027.32 3.54535 4.5688 0.0815387 2.74242e+06 2.00012e+07 151226 6047.18 2.08006e+06 70916.4 805846 8.41331e-05 3.92831e+13 0 0 136.331 13912 0.0741804 7.56975 0.0091421 0.00736844 11.75
24 0.0815387 8.11099 1019.33 3.54227 4.56872 0.0853815 3.00626e+06 2.20553e+07 167571 6722.93 2.00898e+06 72892 853398 8.89205e-05 3.92534e+13 0 0 149.414 15169.5 0.0741454 7.52776 0.00914135 0.00738499 11.75
25 0.0853815 8.10767 1011.1 3.53905 4.56863 0.0894054 3.29545e+06 2.42894e+07 185486 7472.24 1.94018e+06 74918.6 903684 9.39841e-05 3.92223e+13 0 0 163.748 16536.9 0.0741088 7.48423 0.00914057 0.00740205 11.75
26 0.0894054 8.10421 1002.62 3.53567 4.56854 0.0936189 3.61242e+06 2.67185e+07 205120 8303.01 1.87357e+06 76997.3 956853 9.93401e-05 3.91898e+13 0 0 179.453 18023.1 0.0740705 7.43913 0.00913975 0.00741965 11.75
27 0.0936189 8.10058 993.899 3.53215 4.56844 0.0980311 3.95983e+06 2.93587e+07 226639 9224.05 1.8091e+06 79129.2 1.01307e+06 0.000105006 3.91557e+13 0 0 196.66 19637.8 0.0740304 7.39242 0.0091389 0.0074378 11.75
28 0.0980311 8.09679 984.92 3.52846 4.56833 0.102651 4.34059e+06 3.22276e+07 250223 10245.1 1.74669e+06 81315.5 1.07249e+06 0.000110304 3.91201e+13 0 0 215.512 21391.6 0.0739885 7.34405 0.00913801 0.00745649 11.75
29 0.102651 8.09283 975.687 3.5246 4.56823 0.107489 4.75789e+06 3.53437e+07 276070 11376.8 1.68629e+06 83557.3 1.13529e+06 0.000118607 3.90829e+13 0 0 236.164 23295.5 0.0739447 7.29399 0.00913707 0.00747575 11.75
30 0.107489 8.08868 966.193 3.52056 4.56811 0.112555 5.21524e+06 3.87273e+07 304396 12631.2 1.62784e+06 85855.7 1.20167e+06 0.000127536 3.90439e+13 0 0 258.788 25361.6 0.0738989 7.24219 0.00913609 0.00749559 11.75
31 0.112555 8.08434 956.437 3.51634 4.568 0.117859 5.71646e+06 4.23998e+07 335438 14021.3 1.57126e+06 88212 1.27181e+06 0.000137139 3.90031e+13 0 0 283.572 27602.7 0.073851 7.1886 0.00913507 0.00751602 11.75
32 0.117859 8.0798 946.414 3.51193 4.56787 0.123414 6.26576e+06 4.63844e+07 369456 15561.8 1.51651e+06 90627.2 1.34592e+06 0.000143018 3.89605e+13 0 0 310.719 30032.4 0.0738009 7.13318 0.009134 0.00753706 11.75
33 0.123414 8.07506 936.113 3.50732 4.56774 0.12923 6.86772e+06 5.07059e+07 406734 17268.8 1.46352e+06 93102.7 1.42422e+06 0.000153823 3.89159e+13 0 0 340.455 32665.1 0.0737485 7.07584 0.00913288 0.00755875 11.75
34 0.12923 8.0701 925.459 3.50249 4.5676 0.135321 7.52739e+06 5.53904e+07 447583 19159.9 1.41225e+06 95639.5 1.50691e+06 0.000165446 3.88693e+13 0 0 373.024 35514.9 0.0736937 7.01624 0.00913171 0.00758136 11.75
35 0.135321 8.06491 914.485 3.49745 4.56746 0.141698 8.25026e+06 6.04659e+07 492345 21255 1.36264e+06 98238.9 1.59425e+06 0.000177947 3.88205e+13 0 0 408.695 38598.4 0.0736365 6.95445 0.00913048 0.00760478 11.75
36 0.141698 8.05949 903.26 3.49218 4.56731 0.148376 9.04239e+06 6.59629e+07 541392 23575.7 1.31464e+06 100902 1.68649e+06 0.000187188 3.87695e+13 0 0 447.761 41934.5 0.0735767 6.89073 0.0091292 0.00762873 11.75
37 0.148376 8.05382 891.791 3.48667 4.56715 0.155369 9.91037e+06 7.19136e+07 595133 26146.1 1.2682e+06 103630 1.78387e+06 0.000200311 3.87162e+13 0 0 490.543 45542.1 0.0735141 6.82506 0.00912786 0.0076532 11.75
38 0.155369 8.04789 880.075 3.48091 4.56698 0.162691 1.08614e+07 7.83527e+07 654016 28992.8 1.22326e+06 106425 1.88667e+06 0.000214358 3.86604e+13 0 0 537.392 49440.8 0.0734487 6.75739 0.00912646 0.0076782 11.75
39 0.162691 8.0417 868.114 3.47489 4.56681 0.170358 1.19035e+07 8.53171e+07 718530 32145 1.17979e+06 109286 1.99518e+06 0.000229394 3.86021e+13 0 0 588.69 53651.8 0.0733804 6.68772 0.00912499 0.00770373 11.75
40 0.170358 8.03522 855.919 3.4686 4.56663 0.178387 1.30453e+07 9.28461e+07 789212 35635.3 1.13774e+06 112217 2.1097e+06 0.00023804 3.85412e+13 0 0 644.858 58197.5 0.073309 6.61604 0.00912346 0.00772974 11.75
41 0.178387 8.02846 843.487 3.46203 4.56643 0.186794 1.42963e+07 1.00982e+08 866647 39499.4 1.09707e+06 115217 2.23053e+06 0.000252134 3.84775e+13 0 0 706.353 63101.2 0.0732345 6.54231 0.00912186 0.00775627 11.75
42 0.186794 8.02139 830.827 3.45516 4.56623 0.195598 1.56668e+07 1.09768e+08 951478 43776.9 1.05772e+06 118289 2.35801e+06 0.000267077 3.84109e+13 0 0 773.677 68387.9 0.0731565 6.46655 0.00912018 0.00778327 11.75
43 0.195598 8.014 817.946 3.44798 4.56602 0.204816 1.71682e+07 1.19253e+08 1.04441e+06 48511.4 1.01966e+06 121432 2.49249e+06 0.000282921 3.83413e+13 0 0 847.376 74083.8 0.0730751 6.38876 0.00911843 0.00781074 11.75
44 0.204816 8.00628 804.845 3.44049 4.56579 0.214469 1.8813e+07 1.29486e+08 1.14621e+06 53751.1 982858 124649 2.63431e+06 0.000299723 3.82685e+13 0 0 928.048 80216.1 0.0729901 6.30892 0.0091166 0.00783868 11.75
45 0.214469 7.99822 791.538 3.43266 4.56556 0.224576 2.06149e+07 1.40522e+08 1.25771e+06 59549.2 947262 127941 2.78385e+06 0.000310089 3.81925e+13 0 0 1016.35 86813.9 0.0729013 6.22706 0.00911469 0.00786703 11.75
46 0.224576 7.9898 778.026 3.42448 4.56531 0.23516 2.25886e+07 1.52415e+08 1.37985e+06 65964.4 912840 131308 2.94151e+06 0.000326838 3.81131e+13 0 0 1112.98 93907.1 0.0728085 6.14316 0.00911269 0.00789582 11.75
47 0.23516 7.981 764.322 3.41595 4.56505 0.246243 2.47505e+07 1.65226e+08 1.51362e+06 73061.4 879555 134753 3.1077e+06 0.000344516 3.80301e+13 0 0 1218.74 101527 0.0727117 6.05726 0.0091106 0.00792501 11.75
48 0.246243 7.97182 750.433 3.40703 4.56478 0.257848 2.71184e+07 1.79018e+08 1.66013e+06 80911.8 847371 138275 3.28284e+06 0.000363182 3.79434e+13 0 0 1334.46 109707 0.0726106 5.96938 0.00910841 0.00795458 11.75
49 0.257848 7.96223 736.365 3.39773 4.5645 0.27 2.97119e+07 1.93856e+08 1.82058e+06 89594.2 816254 141877 3.46738e+06 0.000378798 3.78528e+13 0 0 1461.08 118481 0.0725051 5.87952 0.00910613 0.00798452 11.75
50 0.27 7.95221 722.133 3.38802 4.5642 0.282725 3.25522e+07 2.09812e+08 1.99629e+06 99195.5 786170 145559 3.66178e+06 0.000399294 3.77583e+13 0 0 1599.61 127884 0.0723949 5.78774 0.00910375 0.00801479 11.75
51 0.282725 7.94176 707.741 3.37788 4.56388 0.296049 3.56627e+07 2.26959e+08 2.1887e+06 109812 757088 149323 3.86653e+06 0.000420936 3.76595e+13 0 0 1751.15 137952 0.07228 5.69406 0.00910126 0.00804539 11.75
52 0.296049 7.93085 693.205 3.3673 4.56355 0.310001 3.90689e+07 2.45374e+08 2.39938e+06 121548 728976 153169 4.08215e+06 0.00044379 3.75563e+13 0 0 1916.92 148724 0.07216 5.59852 0.00909865 0.00807628 11.75
53 0.310001 7.91946 678.531 3.35626 4.5632 0.324611 4.27987e+07 2.65138e+08 2.63005e+06 134520 701803 157099 4.30914e+06 0.000467928 3.74486e+13 0 0 2098.21 160236 0.0720349 5.50116 0.00909594 0.00810746 11.75
54 0.324611 7.90758 663.735 3.34475 4.56283 0.33991 4.68825e+07 2.86336e+08 2.88261e+06 148858 675541 161113 4.54807e+06 0.000490291 3.73362e+13 0 0 2296.48 172530 0.0719044 5.40206 0.0090931 0.00813887 11.75
55 0.33991 7.89519 648.825 3.33274 4.56245 0.355929 5.13538e+07 3.09058e+08 3.15909e+06 164701 650160 165212 4.7995e+06 0.000519776 3.72188e+13 0 0 2513.27 185645 0.0717683 5.30124 0.00909013 0.00817052 11.75
56 0.355929 7.88226 633.817 3.32022 4.56204 0.372704 5.62488e+07 3.33395e+08 3.46175e+06 182205 625633 169398 5.06402e+06 0.000551074 3.70964e+13 0 0 2750.3 199622 0.0716264 5.19879 0.00908704 0.00820235 11.75
57 0.372704 7.86878 618.721 3.30716 4.56161 0.390269 6.16073e+07 3.59444e+08 3.79304e+06 201541 601934 173671 5.34226e+06 0.0005843 3.69686e+13 0 0 3009.41 214502 0.0714784 5.09476 0.00908381 0.00823435 11.75
58 0.390269 7.85472 603.552 3.29356 4.56116 0.408662 6.74729e+07 3.87307e+08 4.15565e+06 222897 579036 178033 5.63484e+06 0.000607001 3.68352e+13 0 0 3292.64 230325 0.0713242 4.98925 0.00908043 0.00826648 11.75
59 0.408662 7.84006 588.324 3.27937 4.56069 0.427921 7.3893e+07 4.17087e+08 4.5525e+06 246480 556915 182483 5.94243e+06 0.000643699 3.66962e+13 0 0 3602.17 247135 0.0711636 4.88233 0.00907691 0.00829871 11.75
60 0.427921 7.82479 573.05 3.2646 4.56019 0.448088 8.09194e+07 4.48892e+08 4.98679e+06 272518 535545 187022 6.26573e+06 0.000682673 3.65511e+13 0 0 3940.41 264970 0.0709961 4.77408 0.00907324 0.00833101 11.75
61 0.448088 7.80887 557.746 3.2492 4.55967 0.469206 8.86088e+07 4.82835e+08 5.46201e+06 301262 514903 191652 6.60543e+06 0.000724069 3.63999e+13 0 0 4309.96 283872 0.0708218 4.66461 0.0090694 0.00836333 11.75
62 0.469206 7.79229 542.426 3.23317 4.55912 0.491319 9.7023e+07 5.19029e+08 5.98197e+06 332986 494967 196372 6.96228e+06 0.000768038 3.62422e+13 0 0 4713.66 303879 0.0706402 4.55401 0.0090654 0.00839564 11.75
63 0.491319 7.77502 527.106 3.21648 4.55854 0.514474 1.06229e+08 5.57595e+08 6.55084e+06 367993 475714 201184 7.33705e+06 0.000811789 3.60778e+13 0 0 5154.6 325030 0.0704512 4.44239 0.00906123 0.00842789 11.75
64 0.514474 7.75703 511.801 3.19911 4.55792 0.538721 1.16301e+08 5.98654e+08 7.17314e+06 406617 457122 206087 7.7305e+06 0.00087799 3.59065e+13 0 0 5636.12 347361 0.0702544 4.32986 0.00905687 0.00846005 11.75
65 0.538721 7.73831 496.528 3.18103 4.55728 0.56411 1.2732e+08 6.42331e+08 7.85383e+06 449220 439171 211082 8.14346e+06 0.000949577 3.57281e+13 0 0 6161.87 370906 0.0700497 4.21655 0.00905233 0.00849206 11.75
66 0.56411 7.71882 481.301 3.16222 4.5566 0.590696 1.39372e+08 6.88753e+08 8.59832e+06 496206 421840 216169 8.57676e+06 0.00102699 3.55422e+13 0 0 6735.82 395696 0.0698367 4.10256 0.00904759 0.00852389 11.75
67 0.590696 7.69854 466.138 3.14265 4.55589 0.618534 1.52553e+08 7.3805e+08 9.41249e+06 548013 405110 221349 9.03127e+06 0.00111069 3.53486e+13 0 0 7362.26 421761 0.0696153 3.98804 0.00904266 0.00855548 11.75
68 0.618534 7.67745 451.054 3.12231 4.55514 0.647685 1.66967e+08 7.90354e+08 1.03028e+07 605124 388962 226621 9.50786e+06 0.00124357 3.5147e+13 0 0 8045.86 449124 0.0693851 3.87311 0.00903751 0.00858679 11.75
69 0.647685 7.65552 436.066 3.10117 4.55435 0.678209 1.82728e+08 8.45799e+08 1.12761e+07 668070 373377 231986 1.00075e+07 0.00140931 3.49373e+13 0 0 8791.69 477807 0.0691458 3.75791 0.00903215 0.00861776 11.75
70 0.678209 7.63272 421.189 3.07921 4.55352 0.710172 1.9996e+08 9.04518e+08 1.23403e+07 737430 358338 237442 1.0531e+07 0.00159665 3.4719e+13 0 0 9605.24 507827 0.0688972 3.64258 0.00902656 0.00864833 11.75
71 0.710172 7.60903 406.44 3.05639 4.55264 0.743642 2.18796e+08 9.66649e+08 1.35034e+07 813841 343828 242991 1.10794e+07 0.00180832 3.44919e+13 0 0 10492.5 539194 0.0686391 3.52727 0.00902073 0.00867846 11.75
72 0.743642 7.58442 391.833 3.0327 4.55172 0.778689 2.39385e+08 1.03232e+09 1.47746e+07 898000 329828 248630 1.16537e+07 0.0020474 3.42558e+13 0 0 11459.8 571913 0.068371 3.41211 0.00901467 0.00870808 11.75
73 0.778689 7.55886 377.385 3.00812 4.55074 0.815387 2.61885e+08 1.10168e+09 1.61638e+07 990672 316324 254361 1.22549e+07 0.00236435 3.40103e+13 0 0 12514.4 605983 0.0680929 3.29727 0.00900835 0.00873715 11.75
74 0.815387 7.53233 363.11 2.98261 4.54972 0.853815 2.8647e+08 1.17485e+09 1.76817e+07 1.09269e+06 303300 260182 1.28839e+07 0.00277378 3.37551e+13 0 0 13663.6 641397 0.0678043 3.18288 0.00900177 0.00876559 11.75
75 0.853815 7.5048 349.024 2.95616 4.54864 0.894054 3.13329e+08 1.25197e+09 1.934e+07 1.20498e+06 290740 266092 1.35419e+07 0.00325213 3.34901e+13 0 0 14915.7 678137 0.0675051 3.0691 0.00899492 0.00879337 11.75
